,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklWon,Tkl_Def_3rd,Tkl_Mid_3rd,Tkl_Att_3rd,Dribbler_Tkl,Tkl_Att,Tkl%,Dribbled_past,Total_blocks,Shots_Blocked,Passes_Blocked,Int,Tkl+Int,Clr,Err,Gls,Total_shots,SoT,SoT%,shots/90,SoT/90,G/Sh,G/SoT,avg_shot_distance,freekick_shots,PK_scored,PKatt,xG,npxG,npxG/Sh,G-xG,npG-npxG,SCA,SCA90,live_pass_to_shot,dead_pass_to_shot,Drib_to_shot,Shot_to_shot,Foul_drawn_to_shot,Def_action_to_shot,GCA,GCA90,live_pass_to_goal,dead_pass_to_goal,Drib_to_goal,Shot_to_goal,Foul_drawn_to_goal,Def_action_to_goal,passes_cmp,passes_att,passes_cmp%,Pass_total_dist,Prg_pass_dist,pass_5_15_cmp,pass_5_15_att,pass_5_15_cmp%,pass_15_30_cmp,pass_15_30_att,pass_15_30_cmp%,pass_30_cmp,pass_30_att,pass_30_cmp%,Ast,xAG,xA,A-xAG,direct_pass_to_shot,pass_into_att_3rd,pass_cmp_into_18_yards,cross_cmp_into_18_yards,prg_pass_opponent_area,MP,Starts,Min,G-PK,CrdY,CrdR,Gls90,Ast90,G+A90,G-PK90,G+A-PK90,npxG+xAG,xG90,xAG90,xG+xAG90,npxG90,npxG+xAG.1,Live_ball_passes,Dead_ball_passes,FK_pass,pass_betn_defender,pass_40_yards,Crs,Thrown_Ins,CK,Inswinging_CK,Outswinging_CK,Straight_CK,offiside_passes,pass_blocked_by_opponent,Touches,Touches_def_penalty_area,Touches_def_3rd,Touches_mid_3rd,Touches_att_3rd,Touches_att_penalty_area,Touches_live_ball,Dribble_succ,Dribble_att,Dribble_succ%,failed_ball_control,lost_ball_after_tackle,received_pass_successfully,prog_pass_received,2CrdY,Foul_commited,Foul_drawn,Offsides,Tackles_to_win_possession,PKwon,PKcon,OG,recovered_balls,Aerial_duel_won,Aerial_duel_lost,Aerial_duel_won%
1411,Kouadio Koné,fr FRA,MF,M'Gladbach,de Bundesliga,20,2001,24.3,68,35,31,34,3,29,46,63,17,28,5,23,34,102,14,0,2,29,10,34.5,1.2,0.41,0.07,0.2,22.5,1,0,0,2,2,0.07,0,0,51,2.1,40,0,5,1,5,0,4,0.16,2,0,0,0,2,0,1007,1180,85.3,14952,5418,560,626,89.5,374,411,91,42,76,55.3,0,0.8,1.1,-0.8,12,91,10,1,97,27,26,2183,2,10,0,0.08,0,0.08,0.08,0.08,2.8,0.08,0.03,0.12,0.08,0.12,1150,29,27,4,5,2,1,0,0,0,0,1,20,1515,40,363,951,228,24,1515,69,95,72.6,67,49,1032,33,0,39,60,1,35,1,0,0,158,22,20,52.4
1412,Youssouf Koné,ml MLI,DF,Troyes,fr Ligue 1,26,1995,10.9,30,18,21,8,1,19,30,63.3,11,8,3,5,10,40,25,0,0,9,3,33.3,0.83,0.28,0,0,26.8,0,0,0,0.3,0.3,0.03,-0.3,-0.3,13,1.19,10,0,3,0,0,0,1,0.09,1,0,0,0,0,0,322,439,73.3,5882,2281,140,155,90.3,137,169,81.1,38,90,42.2,1,0.8,1,0.2,8,27,11,5,36,21,11,980,0,2,1,0,0.09,0.09,0,0.09,1.1,0.03,0.08,0.11,0.03,0.11,391,48,4,2,7,33,44,0,0,0,0,0,12,544,33,196,251,104,3,544,15,21,71.4,4,11,329,18,0,7,20,2,18,0,0,0,62,6,10,37.5
1413,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,23,1997,27.5,25,15,13,11,1,10,13,76.9,3,31,22,9,15,40,86,2,2,15,6,40,0.55,0.22,0.13,0.33,8.1,0,0,0,1.9,1.9,0.12,0.1,0.1,13,0.47,11,0,0,2,0,0,0,0,0,0,0,0,0,0,875,1013,86.4,15392,5885,345,381,90.6,470,505,93.1,46,94,48.9,0,0.3,0.5,-0.3,4,30,0,0,33,29,29,2477,2,6,2,0.07,0,0.07,0.07,0.07,2.2,0.07,0.01,0.08,0.07,0.08,975,38,30,0,3,1,7,0,0,0,0,0,8,1237,202,715,463,68,36,1237,6,9,66.7,10,6,784,6,1,18,36,1,15,0,1,0,105,58,42,58
1414,Teun Koopmeiners,nl NED,MF,Atalanta,it Serie A,23,1998,23.6,40,24,10,19,11,22,54,40.7,32,31,2,29,15,55,19,0,4,28,9,32.1,1.19,0.38,0.14,0.44,23.9,3,0,0,2.1,2.1,0.08,1.9,1.9,93,3.94,69,14,5,3,1,1,5,0.21,5,0,0,0,0,0,1173,1485,79,21632,7362,510,578,88.2,492,575,85.6,132,249,53,1,5.4,5.3,-4.4,48,154,37,12,104,30,23,2126,4,4,0,0.17,0.04,0.21,0.17,0.21,7.5,0.09,0.23,0.32,0.09,0.32,1348,131,55,3,38,97,15,56,30,21,0,6,18,1707,35,334,852,544,39,1707,21,36,58.3,43,19,1173,64,0,37,21,6,24,0,0,1,158,27,20,57.4
1415,Laurent Koscielny,fr FRA,DF,Bordeaux,fr Ligue 1,35,1985,10.4,14,9,10,3,1,8,13,61.5,5,17,12,5,12,26,39,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,9,0.87,9,0,0,0,0,0,1,0.1,1,0,0,0,0,0,494,552,89.5,10681,4527,133,140,95,276,288,95.8,81,112,72.3,1,0.2,0.4,0.8,2,24,1,0,29,11,11,933,0,2,0,0,0.1,0.1,0,0.1,0.2,0,0.02,0.02,0,0.02,534,17,17,0,3,0,0,0,0,0,0,1,3,644,90,359,284,7,3,644,2,3,66.7,3,1,422,0,0,11,9,0,9,0,1,0,65,15,3,83.3
1416,Odilon Kossonou,ci CIV,DF,Leverkusen,de Bundesliga,20,2001,19.9,23,17,16,6,1,15,25,60,10,36,14,22,26,49,66,0,0,4,1,25,0.2,0.05,0,0,14.2,0,0,0,0.4,0.4,0.09,-0.4,-0.4,16,0.8,14,0,0,1,0,1,1,0.05,1,0,0,0,0,0,977,1182,82.7,18518,6759,359,400,89.8,493,561,87.9,108,174,62.1,1,1,0.2,0,5,47,3,1,38,27,20,1793,0,3,0,0,0.05,0.05,0,0.05,1.4,0.02,0.05,0.07,0.02,0.07,1074,105,19,0,9,5,86,0,0,0,0,3,15,1370,117,633,663,84,9,1370,12,18,66.7,17,10,859,6,0,15,7,0,17,0,1,0,140,30,26,53.6
1417,Filip Kostić,rs SRB,"DF,FW",Eint Frankfurt,de Bundesliga,28,1992,28,44,17,26,9,9,20,53,37.7,33,24,1,23,15,59,24,0,4,51,18,35.3,1.82,0.64,0.08,0.22,22.8,9,0,0,3.5,3.5,0.07,0.5,0.5,141,5.03,74,48,5,12,2,0,13,0.46,8,4,0,1,0,0,1007,1621,62.1,19966,7472,392,501,78.2,434,637,68.1,157,348,45.1,9,10.5,9.7,-1.5,87,80,53,43,91,31,28,2522,4,2,0,0.14,0.32,0.46,0.14,0.46,14,0.12,0.38,0.5,0.12,0.5,1207,409,69,2,21,369,221,119,47,64,1,5,61,1843,37,289,778,805,75,1843,26,76,34.2,51,33,1090,126,0,16,22,3,17,0,0,0,192,10,13,43.5
1418,Rominigue Kouamé,ml MLI,MF,Troyes,fr Ligue 1,24,1996,33,47,22,24,20,3,19,58,32.8,39,33,5,28,46,93,22,2,1,37,11,29.7,1.12,0.33,0.03,0.09,22.7,1,0,0,3.2,3.2,0.09,-2.2,-2.2,64,1.94,48,1,8,3,3,1,8,0.24,6,0,1,1,0,0,1365,1559,87.6,22231,5445,661,734,90.1,554,599,92.5,99,132,75,2,2.1,2.5,-0.1,20,143,21,3,120,34,34,2968,1,5,0,0.03,0.06,0.09,0.03,0.09,5.2,0.1,0.06,0.16,0.1,0.16,1535,17,17,5,12,7,0,0,0,0,0,7,12,1873,39,404,1167,335,17,1873,64,92,69.6,49,32,1358,50,0,43,65,1,22,0,0,0,231,17,28,37.8
1419,Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,30,1991,26.7,39,23,31,6,2,25,38,65.8,13,41,25,16,29,68,90,1,3,10,7,70,0.37,0.26,0.3,0.43,14.9,0,0,0,1.4,1.4,0.14,1.6,1.6,19,0.71,15,0,1,2,1,0,4,0.15,3,0,0,1,0,0,1429,1652,86.5,25051,11180,630,688,91.6,634,683,92.8,131,219,59.8,1,1.5,0.4,-0.5,11,91,6,0,65,27,27,2405,3,5,1,0.11,0.04,0.15,0.11,0.15,2.9,0.05,0.06,0.11,0.05,0.11,1550,96,74,1,18,2,3,0,0,0,0,6,13,1901,247,893,977,56,22,1901,20,22,90.9,15,3,1303,9,0,28,12,0,23,0,1,0,167,48,37,56.5
1420,Jules Koundé,fr FRA,DF,Sevilla,es La Liga,22,1998,30.4,40,17,27,10,3,18,28,64.3,10,33,18,15,21,61,101,2,2,13,3,23.1,0.43,0.1,0.15,0.67,12.5,0,0,0,1.5,1.5,0.12,0.5,0.5,43,1.41,35,0,4,2,2,0,3,0.1,2,0,1,0,0,0,1894,2153,88,34950,12876,758,821,92.3,887,955,92.9,218,319,68.3,1,2.6,2.2,-1.6,17,121,13,5,107,32,31,2736,2,2,2,0.07,0.03,0.1,0.07,0.1,4.1,0.05,0.09,0.14,0.05,0.14,2061,88,56,1,31,18,32,0,0,0,0,4,10,2431,322,1162,1062,225,49,2431,24,39,61.5,27,12,1722,18,0,15,28,2,17,1,0,0,199,77,49,61.1
1421,Christos Kourfalidis,gr GRE,"MF,FW",Cagliari,it Serie A,18,2002,0.2,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,100,5,5,0,0,8.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1,2,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,61.5,123,20,3,4,75,4,5,80,0,1,0,0,0,0,0,0,1,0,0,0,2,0,18,0,0,0,0,0,0,0,0,0.1,0.37,0,0.37,0.37,0.37,13,0,0,0,0,0,0,0,0,0,0,0,2,17,1,1,9,7,1,17,0,0,,1,0,6,2,0,0,0,0,0,0,0,0,6,1,1,50
1422,Boubakar Kouyaté,ml MLI,DF,Metz,fr Ligue 1,24,1997,29.6,84,50,56,28,0,48,77,62.3,29,63,33,30,79,163,217,3,1,22,6,27.3,0.74,0.2,0.05,0.17,14.3,0,0,0,1.9,1.9,0.09,-0.9,-0.9,14,0.47,8,0,1,3,0,2,1,0.03,1,0,0,0,0,0,938,1156,81.1,19115,6700,255,314,81.2,556,628,88.5,115,176,65.3,0,0.1,0.3,-0.1,2,32,2,0,44,30,30,2665,1,8,1,0.03,0,0.03,0.03,0.03,2,0.06,0,0.07,0.06,0.07,1125,28,24,1,5,0,4,0,0,0,0,3,14,1695,296,1053,605,50,28,1695,6,11,54.5,29,5,812,4,0,35,28,7,50,0,1,0,158,92,44,67.6
1423,Cheikhou Kouyaté,sn SEN,MF,Crystal Palace,eng Premier League,31,1989,21.9,52,38,28,22,2,18,39,46.2,21,40,14,26,38,90,39,0,0,7,0,0,0.32,0,0,,21.6,0,0,0,0.5,0.5,0.07,-0.5,-0.5,16,0.73,13,0,2,0,0,1,1,0.05,1,0,0,0,0,0,656,804,81.6,10088,2833,338,390,86.7,253,308,82.1,36,58,62.1,1,0.8,1,0.2,5,44,3,1,39,27,23,1974,0,3,0,0,0.05,0.05,0,0.05,1.3,0.02,0.04,0.06,0.02,0.06,786,18,17,0,0,4,1,0,0,0,0,0,9,1048,72,388,574,99,7,1048,13,17,76.5,30,11,525,7,0,30,21,0,38,0,0,0,136,50,29,63.3
1424,Mateo Kovačić,hr CRO,MF,Chelsea,eng Premier League,27,1994,17.3,51,31,14,26,11,17,35,48.6,18,19,4,15,7,58,9,1,2,22,6,27.3,1.27,0.35,0.09,0.33,20.3,1,0,0,2.3,2.3,0.1,-0.3,-0.3,69,3.98,58,0,4,3,3,1,8,0.46,7,0,0,0,0,1,1061,1203,88.2,17022,4072,537,580,92.6,405,453,89.4,77,106,72.6,5,3.3,3,1.7,27,127,23,1,99,25,16,1558,2,4,0,0.12,0.29,0.4,0.12,0.4,5.5,0.13,0.19,0.32,0.13,0.32,1183,17,15,12,8,6,1,0,0,0,0,3,12,1366,22,216,826,343,14,1366,38,51,74.5,18,22,1071,32,0,24,20,0,31,0,0,0,111,5,5,50
1425,Viktor Kovalenko,ua UKR,MF,Spezia,it Serie A,25,1996,14.7,16,10,7,8,1,9,21,42.9,12,16,3,13,13,29,8,0,1,8,2,25,0.54,0.14,0.13,0.5,24.2,1,0,0,0.3,0.3,0.04,0.7,0.7,27,1.84,21,3,1,0,1,1,4,0.27,4,0,0,0,0,0,455,597,76.2,7361,1947,228,274,83.2,173,208,83.2,37,69,53.6,3,1.9,1,1.1,17,40,11,0,44,26,16,1325,1,4,0,0.07,0.2,0.27,0.07,0.27,2.2,0.02,0.13,0.15,0.02,0.15,559,36,16,0,2,24,4,16,11,3,1,2,19,723,14,137,411,179,14,723,4,14,28.6,28,17,483,31,0,15,20,0,10,1,1,0,80,13,20,39.4
1426,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,26,1994,18.2,37,16,25,11,1,27,36,75,9,16,10,6,25,62,56,0,0,6,1,16.7,0.33,0.06,0,0,20.4,0,0,0,0.5,0.5,0.08,-0.5,-0.5,19,1.05,11,4,1,1,1,1,2,0.11,2,0,0,0,0,0,551,780,70.6,8120,3587,292,348,83.9,203,287,70.7,24,78,30.8,1,0.8,0.8,0.2,6,35,7,1,39,20,18,1634,0,5,0,0,0.06,0.06,0,0.06,1.3,0.03,0.05,0.07,0.03,0.07,606,171,6,0,1,21,165,0,0,0,0,3,17,952,76,388,384,186,9,952,2,4,50,9,4,424,9,0,22,11,0,16,0,0,0,94,22,29,43.1
1427,Alex Král,cz CZE,MF,West Ham,eng Premier League,23,1998,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,50
1428,Andrej Kramarić,hr CRO,"FW,MF",Hoffenheim,de Bundesliga,30,1991,30.1,8,4,1,5,2,7,17,41.2,10,10,0,10,9,17,7,1,6,93,35,37.6,3.09,1.16,0.06,0.17,15.8,6,0,0,13.5,13.5,0.15,-7.5,-7.5,97,3.22,74,5,5,7,6,0,14,0.47,14,0,0,0,0,0,829,1064,77.9,12200,2869,474,554,85.6,272,342,79.5,49,82,59.8,9,8,7.4,1,41,66,42,10,77,32,30,2707,6,2,0,0.2,0.3,0.5,0.2,0.5,21.5,0.45,0.27,0.71,0.45,0.71,964,94,13,8,9,62,29,13,2,3,0,6,26,1328,10,107,544,691,154,1328,30,56,53.6,64,37,991,201,0,11,29,9,4,0,0,0,125,14,23,37.8
1429,Christoph Kramer,de GER,MF,M'Gladbach,de Bundesliga,30,1991,8.3,28,11,15,10,3,12,28,42.9,16,18,5,13,12,40,9,0,0,3,1,33.3,0.36,0.12,0,0,14.6,0,0,0,0.3,0.3,0.11,-0.3,-0.3,10,1.2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,372,473,78.6,5435,1954,206,242,85.1,133,163,81.6,16,29,55.2,0,0.4,0.5,-0.4,3,29,5,1,34,18,7,748,0,1,0,0,0,0,0,0,0.7,0.04,0.04,0.08,0.04,0.08,446,26,22,1,2,4,4,0,0,0,0,1,10,576,28,161,338,79,5,576,9,12,75,12,10,345,8,0,11,5,0,11,0,0,0,67,11,10,52.4
1430,Jean-Philippe Krasso,ci CIV,FW,Saint-Étienne,fr Ligue 1,24,1997,5,7,5,0,5,2,2,10,20,8,7,1,6,0,7,1,0,1,12,2,16.7,2.38,0.4,0.08,0.5,11.2,0,0,0,1.8,1.8,0.15,-0.8,-0.8,15,2.97,8,0,4,1,2,0,4,0.79,3,0,0,1,0,0,65,106,61.3,881,252,37,56,66.1,17,26,65.4,5,10,50,1,0.5,0.3,0.5,5,6,2,1,7,16,5,453,1,0,0,0.2,0.2,0.4,0.2,0.4,2.2,0.35,0.09,0.44,0.35,0.44,96,8,0,1,0,5,0,0,0,0,0,2,1,180,2,6,91,87,31,180,15,24,62.5,27,14,125,22,0,9,7,2,5,0,0,0,23,17,17,50
1431,Julian Kristoffersen,no NOR,FW,Salernitana,it Serie A,24,1997,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,12.86,0,0,,12.6,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,9,8,1,1,100,0,0,,0,0,,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0.4,0,0.4,0.4,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,1,3,0,0,,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,66.7
1432,Toni Kroos,de GER,MF,Real Madrid,es La Liga,31,1990,23.4,34,26,13,17,4,14,36,38.9,22,16,3,13,12,46,13,1,1,46,12,26.1,1.97,0.51,0.02,0.08,24,4,0,0,2.7,2.7,0.06,-1.7,-1.7,87,3.72,59,25,2,0,0,1,4,0.17,3,1,0,0,0,0,2068,2259,91.5,38606,12144,904,934,96.8,790,834,94.7,311,396,78.5,3,4.2,4,-1.2,51,278,32,2,178,28,25,2103,1,4,0,0.04,0.13,0.17,0.04,0.17,6.9,0.12,0.18,0.29,0.12,0.29,2052,193,98,4,67,86,9,86,36,23,0,14,13,2387,49,475,1372,557,23,2387,9,17,52.9,8,11,1966,30,0,20,39,0,26,0,0,0,125,8,10,44.4
1433,Florian Krüger,de GER,"FW,MF",Arminia,de Bundesliga,22,1999,12.5,3,1,0,3,0,2,10,20,8,12,1,11,2,5,13,0,1,18,5,27.8,1.43,0.4,0.06,0.2,18.7,1,0,0,2,2,0.11,-1,-1,25,2.02,23,0,1,1,0,0,2,0.16,2,0,0,0,0,0,199,299,66.6,2707,736,113,138,81.9,55,83,66.3,11,27,40.7,2,1.3,1.6,0.7,11,12,11,3,14,27,12,1129,1,0,0,0.08,0.16,0.24,0.08,0.24,3.3,0.16,0.1,0.27,0.16,0.27,281,16,0,1,3,20,9,0,0,0,0,2,16,412,21,61,152,201,35,412,7,15,46.7,25,8,266,47,0,8,9,4,1,0,1,0,47,11,18,37.9
1434,Tim Krul,nl NED,GK,Norwich City,eng Premier League,33,1988,29,1,1,1,0,0,1,4,25,3,0,0,0,0,1,10,4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,6,0.21,3,3,0,0,0,0,0,0,0,0,0,0,0,0,759,1073,70.7,21441,14054,104,105,99,370,382,96.9,284,583,48.7,0,0.4,0.5,-0.4,1,7,1,0,1,29,29,2610,0,1,0,0,0,0,0,0,0.4,0,0.01,0.01,0,0.01,741,330,106,1,4,0,0,0,0,0,0,2,0,1152,956,1131,21,1,0,1152,0,0,,1,0,503,0,0,0,0,0,1,0,0,1,19,7,3,70
1435,Rade Krunić,ba BIH,"MF,FW",Milan,it Serie A,27,1993,15.7,33,18,16,14,3,15,31,48.4,16,19,2,17,16,49,17,0,0,10,2,20,0.64,0.13,0,0,16.2,0,0,0,0.9,0.9,0.09,-0.9,-0.9,39,2.48,32,0,1,3,3,0,3,0.19,1,0,0,2,0,0,466,562,82.9,6609,1676,278,316,88,159,183,86.9,13,26,50,1,2.4,0.8,-1.4,17,32,15,1,33,28,15,1416,0,2,0,0,0.06,0.06,0,0.06,3.3,0.06,0.16,0.21,0.06,0.21,540,19,8,3,2,11,3,4,0,1,0,3,8,709,31,125,368,227,25,709,12,15,80,27,7,460,54,0,21,29,1,18,0,0,0,86,24,27,47.1
1436,Max Kruse,de GER,"MF,FW",Wolfsburg,de Bundesliga,33,1988,12.5,9,3,4,4,1,5,12,41.7,7,2,0,2,3,12,4,0,7,19,9,47.4,1.52,0.72,0.26,0.56,17,0,2,2,5.8,4.2,0.22,1.2,0.8,34,2.71,28,0,0,4,2,0,7,0.56,6,0,0,0,1,0,362,506,71.5,6087,1151,176,235,74.9,131,166,78.9,38,57,66.7,1,1.9,2.3,-0.9,16,25,18,5,36,14,14,1128,5,0,0,0.56,0.08,0.64,0.4,0.48,6.1,0.46,0.15,0.61,0.33,0.49,473,30,6,6,9,27,9,0,0,0,0,3,12,599,3,56,327,222,38,597,8,14,57.1,25,9,452,73,0,2,12,5,3,1,0,0,56,10,16,38.5
1437,Max Kruse,de GER,"FW,MF",Union Berlin,de Bundesliga,33,1988,14.1,4,1,0,3,1,2,16,12.5,14,12,0,12,3,7,2,0,5,26,8,30.8,1.84,0.57,0.08,0.25,20.7,3,3,3,4.9,2.5,0.1,0.1,-0.5,65,4.61,47,7,2,8,1,0,10,0.71,7,0,0,3,0,0,349,496,70.4,6555,1844,140,178,78.7,148,188,78.7,50,97,51.5,4,4.6,2.9,-0.6,26,33,21,6,44,16,16,1270,2,1,0,0.35,0.28,0.64,0.14,0.43,7.2,0.35,0.33,0.67,0.18,0.51,422,73,25,8,5,48,8,20,8,7,0,1,9,615,1,40,323,259,29,612,15,24,62.5,34,7,404,68,0,5,6,1,1,0,0,0,46,14,25,35.9
1438,Lukas Kübler,de GER,"DF,MF",Freiburg,de Bundesliga,28,1992,25.9,62,35,38,16,8,28,49,57.1,21,24,8,16,44,106,70,0,2,13,6,46.2,0.5,0.23,0.15,0.33,15.6,0,0,0,1.6,1.6,0.12,0.4,0.4,38,1.47,31,3,0,2,2,0,2,0.08,1,1,0,0,0,0,898,1238,72.5,16352,5329,359,432,83.1,388,510,76.1,115,220,52.3,0,1.4,1.5,-1.4,14,71,21,8,64,29,27,2327,2,2,0,0.08,0,0.08,0.08,0.08,3,0.06,0.05,0.12,0.06,0.12,996,237,9,0,5,49,228,0,0,0,0,5,24,1503,89,442,747,329,20,1503,10,18,55.6,23,6,744,38,0,24,20,3,35,0,0,0,145,39,42,48.1
1439,Takefusa Kubo,jp JPN,"FW,MF",Mallorca,es La Liga,20,2001,17.8,31,19,12,14,5,10,24,41.7,14,24,3,21,8,39,4,0,1,48,8,16.7,2.69,0.45,0.02,0.13,20.6,2,0,0,3.2,3.2,0.07,-2.2,-2.2,75,4.2,47,6,8,3,10,1,4,0.22,3,0,0,0,1,0,349,504,69.2,5067,1876,197,238,82.8,106,152,69.7,25,49,51,0,3.4,2.8,-3.4,32,33,23,5,51,28,17,1605,1,4,0,0.06,0,0.06,0.06,0.06,6.6,0.18,0.19,0.37,0.18,0.37,466,34,8,6,2,51,6,17,5,4,1,4,22,756,8,111,299,361,65,756,40,64,62.5,59,30,506,65,0,17,47,5,19,0,0,0,101,11,14,44
1440,Juraj Kucka,sk SVK,MF,Watford,eng Premier League,34,1987,21.3,59,39,32,25,2,27,73,37,46,30,9,21,27,86,46,2,1,46,11,23.9,2.16,0.52,0.02,0.09,20.8,3,0,0,4.1,4.1,0.09,-3.1,-3.1,41,1.92,26,0,5,2,7,1,2,0.09,1,0,1,0,0,0,485,713,68,7757,2545,244,322,75.8,176,247,71.3,39,76,51.3,1,1.2,1.2,-0.2,10,41,7,4,46,26,22,1920,1,5,1,0.05,0.05,0.09,0.05,0.09,5.4,0.19,0.06,0.25,0.19,0.25,684,28,7,1,7,16,18,1,0,1,0,1,16,1022,74,294,518,222,31,1022,17,33,51.5,48,19,510,22,1,46,49,2,39,0,1,1,158,56,47,54.4
1441,Mykola Kukharevych,ua UKR,FW,Troyes,fr Ligue 1,20,2001,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,,10.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,42.9,30,0,3,5,60,0,0,,0,0,,0,0,0,0,0,0,0,0,0,2,0,15,0,0,0,0,0,0,0,0,0.1,0.38,0,0.38,0.38,0.38,7,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,1,7,1,8,0,0,,1,0,5,1,0,1,0,0,0,0,0,0,0,1,1,50
1442,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,eng Premier League,21,2000,14,19,13,7,10,2,5,23,21.7,18,14,0,14,13,32,3,0,5,26,9,34.6,1.86,0.64,0.19,0.56,16.9,0,0,0,3.6,3.6,0.14,1.4,1.4,51,3.64,39,0,5,6,1,0,13,0.93,11,0,1,1,0,0,404,486,83.1,5431,1144,259,287,90.2,107,127,84.3,17,24,70.8,8,3.8,2.7,4.2,25,15,24,5,32,18,14,1261,5,3,0,0.36,0.57,0.93,0.36,0.93,7.4,0.26,0.27,0.53,0.26,0.53,455,30,3,7,0,25,4,1,0,0,0,1,17,636,4,95,258,291,63,636,25,44,56.8,38,18,446,78,0,20,15,4,13,0,0,0,75,3,8,27.3
1443,Dejan Kulusevski,se SWE,"FW,MF",Juventus,it Serie A,21,2000,8.6,15,12,9,6,0,8,21,38.1,13,14,0,14,5,20,5,0,1,18,6,33.3,2.1,0.7,0.06,0.17,15.1,0,0,0,2.1,2.1,0.12,-1.1,-1.1,25,2.92,17,0,5,2,1,0,5,0.58,3,0,2,0,0,0,194,243,79.8,2683,641,119,135,88.1,51,63,81,12,16,75,3,1.5,1.4,1.5,10,17,12,2,21,20,5,772,1,1,0,0.12,0.35,0.47,0.12,0.47,3.6,0.25,0.18,0.42,0.25,0.42,238,4,0,1,1,8,3,0,0,0,0,1,8,372,7,52,148,181,46,372,18,32,56.3,41,23,261,69,0,29,10,3,12,0,0,0,48,9,12,42.9
1444,Marash Kumbulla,al ALB,DF,Roma,it Serie A,21,2000,11.4,21,13,13,7,1,8,15,53.3,7,17,8,9,16,37,26,0,0,7,3,42.9,0.61,0.26,0,0,6.7,0,0,0,0.9,0.9,0.13,-0.9,-0.9,6,0.53,5,1,0,0,0,0,0,0,0,0,0,0,0,0,544,633,85.9,10848,3576,171,196,87.2,306,329,93,62,87,71.3,0,0.1,0.1,-0.1,3,20,0,0,22,17,13,1025,0,6,0,0,0,0,0,0,1,0.08,0.01,0.09,0.08,0.09,624,9,9,0,10,2,0,0,0,0,0,0,13,733,48,347,366,24,8,733,1,1,100,6,2,503,0,0,22,11,0,13,0,0,0,65,22,14,61.1
1445,Fabian Kunze,de GER,MF,Arminia,de Bundesliga,23,1998,14,35,21,14,20,1,15,32,46.9,17,17,2,15,19,54,27,1,0,11,1,9.1,0.79,0.07,0,0,26.1,0,0,0,0.6,0.6,0.06,-0.6,-0.6,18,1.29,12,0,2,0,4,0,0,0,0,0,0,0,0,0,371,498,74.5,6178,1921,188,234,80.3,137,178,77,33,56,58.9,0,0.3,0.6,-0.3,6,38,8,3,38,22,13,1260,0,9,0,0,0,0,0,0,1,0.05,0.02,0.07,0.05,0.07,486,11,9,0,2,10,2,0,0,0,0,1,11,656,29,171,408,89,6,656,9,18,50,15,14,315,9,0,38,21,0,21,0,0,0,106,37,32,53.6
1446,Enock Kwateng,fr FRA,DF,Bordeaux,fr Ligue 1,24,1997,22.2,54,35,31,19,4,33,72,45.8,39,17,4,13,43,97,48,1,1,7,3,42.9,0.31,0.13,0.14,0.33,16.7,0,0,0,0.4,0.4,0.06,0.6,0.6,32,1.44,25,3,3,0,0,1,0,0,0,0,0,0,0,0,995,1223,81.4,15874,6753,543,615,88.3,348,424,82.1,77,127,60.6,0,2,1.5,-2,17,85,22,13,95,29,22,2002,1,6,1,0.04,0,0.04,0.04,0.04,2.4,0.02,0.09,0.11,0.02,0.11,1050,173,21,3,4,40,152,0,0,0,0,0,14,1426,76,501,745,208,8,1426,22,35,62.9,27,4,851,22,1,22,16,1,35,0,0,0,144,24,23,51.1
